"","ordinal","onset","offset","code","dur","moments","subj","clip"
"006AP_13.csv.9",8,255881,262276,"s",6395,"006AP_13.csv.9","006AP","006AP_13"
"006AP_13.csv.10",9,262277,297618,"m",35341,"006AP_13.csv.10","006AP","006AP_13"
"006AP_13.csv.11",10,297619,304178,"s",6559,"006AP_13.csv.11","006AP","006AP_13"
"006AP_13.csv.12",11,304179,333042,"m",28863,"006AP_13.csv.12","006AP","006AP_13"
"006AP_13.csv.13",12,333043,342062,"s",9019,"006AP_13.csv.13","006AP","006AP_13"
"006AP_13.csv.14",13,342063,364202,"m",22139,"006AP_13.csv.14","006AP","006AP_13"
"006AP_13.csv.15",14,364203,372074,"s",7871,"006AP_13.csv.15","006AP","006AP_13"
"006AP_13.csv.16",15,372075,492105,"m",120030,"006AP_13.csv.16","006AP","006AP_13"
"006AP_13.csv.17",16,492106,570473,"s",78367,"006AP_13.csv.17","006AP","006AP_13"
"006AP_13.csv.18",17,570474,592543,"m",22069,"006AP_13.csv.18","006AP","006AP_13"
"006AP_13.csv.19",18,592544,597369,"s",4825,"006AP_13.csv.19","006AP","006AP_13"
"006AP_13.csv.20",19,597370,600977,"m",3607,"006AP_13.csv.20","006AP","006AP_13"
"006AP_13.csv.21",20,600978,605733,"s",4755,"006AP_13.csv.21","006AP","006AP_13"
"006AP_13.csv.22",21,605734,607573,"_",1839,"006AP_13.csv.22","006AP","006AP_13"
"006AP_14.csv",0,0,296429,"s",296429,"006AP_14.csv","006AP","006AP_14"
"006AP_15.csv",0,0,701467,"s",701467,"006AP_15.csv","006AP","006AP_15"
"006AP_16.csv",0,0,753886,"s",753886,"006AP_16.csv","006AP","006AP_16"
"006AP_17.csv",0,0,145745,"s",145745,"006AP_17.csv","006AP","006AP_17"
"006AP_18.csv.1",0,0,274209,"s",274209,"006AP_18.csv.1","006AP","006AP_18"
"006AP_18.csv.2",1,274210,279989,"m",5779,"006AP_18.csv.2","006AP","006AP_18"
"006AP_18.csv.3",2,279990,358925,"s",78935,"006AP_18.csv.3","006AP","006AP_18"
"006AP_19.csv",0,0,437470,"s",437470,"006AP_19.csv","006AP","006AP_19"
"006AP_20.csv.1",1,31898,58260,"m",26362,"006AP_20.csv.1","006AP","006AP_20"
"006AP_20.csv.2",3,82820,95939,"m",13119,"006AP_20.csv.2","006AP","006AP_20"
"006AP_20.csv.3",5,106969,110453,"m",3484,"006AP_20.csv.3","006AP","006AP_20"
"006AP_20.csv.4",7,113201,116029,"m",2828,"006AP_20.csv.4","006AP","006AP_20"
"006AP_20.csv.5",9,170396,191059,"m",20663,"006AP_20.csv.5","006AP","006AP_20"
"006AP_20.csv.6",11,237882,243309,"m",5427,"006AP_20.csv.6","006AP","006AP_20"
"006AP_20.csv.7",0,0,31897,"s",31897,"006AP_20.csv.7","006AP","006AP_20"
"006AP_20.csv.8",2,58261,82819,"s",24558,"006AP_20.csv.8","006AP","006AP_20"
"006AP_20.csv.9",4,95940,106968,"s",11028,"006AP_20.csv.9","006AP","006AP_20"
"006AP_20.csv.10",6,110454,113200,"s",2746,"006AP_20.csv.10","006AP","006AP_20"
"006AP_20.csv.11",8,116030,170395,"s",54365,"006AP_20.csv.11","006AP","006AP_20"
"006AP_20.csv.12",10,191060,237881,"s",46821,"006AP_20.csv.12","006AP","006AP_20"
"006AP_21.csv",0,0,430129,"s",430129,"006AP_21.csv","006AP","006AP_21"
"006AP_22.csv.1",0,0,26111,"s",26111,"006AP_22.csv.1","006AP","006AP_22"
"006AP_22.csv.2",1,26112,28967,"m",2855,"006AP_22.csv.2","006AP","006AP_22"
"006AP_22.csv.3",2,28968,34645,"s",5677,"006AP_22.csv.3","006AP","006AP_22"
"006AP_22.csv.4",3,34646,37467,"m",2821,"006AP_22.csv.4","006AP","006AP_22"
"006AP_22.csv.5",4,37468,41445,"s",3977,"006AP_22.csv.5","006AP","006AP_22"
"006AP_22.csv.6",5,41446,44641,"m",3195,"006AP_22.csv.6","006AP","006AP_22"
"006AP_22.csv.7",6,44642,142075,"s",97433,"006AP_22.csv.7","006AP","006AP_22"
"006AP_23.csv.1",0,0,361181,"s",361181,"006AP_23.csv.1","006AP","006AP_23"
"006AP_23.csv.2",1,361182,376447,"m",15265,"006AP_23.csv.2","006AP","006AP_23"
"006AP_23.csv.3",2,376448,385358,"s",8910,"006AP_23.csv.3","006AP","006AP_23"
"006AP_23.csv.4",3,385359,401334,"_",15975,"006AP_23.csv.4","006AP","006AP_23"
"006AP_24.csv.1",0,0,334969,"s",334969,"006AP_24.csv.1","006AP","006AP_24"
"006AP_24.csv.2",1,334970,338782,"m",3812,"006AP_24.csv.2","006AP","006AP_24"
"006AP_24.csv.3",2,338783,350508,"s",11725,"006AP_24.csv.3","006AP","006AP_24"
"006AP_24.csv.4",3,350509,360307,"m",9798,"006AP_24.csv.4","006AP","006AP_24"
"006AP_24.csv.5",4,360308,394747,"s",34439,"006AP_24.csv.5","006AP","006AP_24"
"006AP_24.csv.6",5,394748,404464,"m",9716,"006AP_24.csv.6","006AP","006AP_24"
"006AP_24.csv.7",6,404465,409509,"s",5044,"006AP_24.csv.7","006AP","006AP_24"
"006AP_25.csv.1",0,0,550085,"s",550085,"006AP_25.csv.1","006AP","006AP_25"
"006AP_25.csv.2",1,550086,565283,"m",15197,"006AP_25.csv.2","006AP","006AP_25"
"006AP_25.csv.3",2,565284,2036834,"s",1471550,"006AP_25.csv.3","006AP","006AP_25"
"006AP_26.csv",0,0,87454,"s",87454,"006AP_26.csv","006AP","006AP_26"
"006AP_27.csv",0,0,1265664,"s",1265664,"006AP_27.csv","006AP","006AP_27"
"006AP_28.csv.1",0,0,1236613,"s",1236613,"006AP_28.csv.1","006AP","006AP_28"
"006AP_28.csv.2",1,1236614,1238891,"m",2277,"006AP_28.csv.2","006AP","006AP_28"
"006AP_28.csv.3",2,1238892,1251574,"s",12682,"006AP_28.csv.3","006AP","006AP_28"
"006AP_28.csv.4",3,1251574,1257965,"m",6391,"006AP_28.csv.4","006AP","006AP_28"
"006AP_28.csv.5",4,1257966,1459891,"s",201925,"006AP_28.csv.5","006AP","006AP_28"
"006AP_29.csv",0,0,764630,"s",764630,"006AP_29.csv","006AP","006AP_29"
"007OW_01.csv.1",0,0,40828,"_",40828,"007OW_01.csv.1","007OW","007OW_01"
"007OW_01.csv.2",1,40828,532251,"s",491423,"007OW_01.csv.2","007OW","007OW_01"
"007OW_01.csv.3",2,532251,534447,"_",2196,"007OW_01.csv.3","007OW","007OW_01"
"007OW_01.csv.4",3,534447,576878,"s",42431,"007OW_01.csv.4","007OW","007OW_01"
"007OW_01.csv.5",4,576878,634956,"m",58078,"007OW_01.csv.5","007OW","007OW_01"
"007OW_01.csv.6",5,634956,825794,"s",190838,"007OW_01.csv.6","007OW","007OW_01"
"007OW_01.csv.7",6,825794,839395,"m",13601,"007OW_01.csv.7","007OW","007OW_01"
"007OW_01.csv.8",7,839395,911812,"s",72417,"007OW_01.csv.8","007OW","007OW_01"
"007OW_01.csv.9",8,911812,953277,"m",41465,"007OW_01.csv.9","007OW","007OW_01"
"007OW_01.csv.10",9,953277,1179360,"s",226083,"007OW_01.csv.10","007OW","007OW_01"
"007OW_01.csv.11",10,1179360,1215935,"m",36575,"007OW_01.csv.11","007OW","007OW_01"
"007OW_01.csv.12",11,1215935,1251850,"s",35915,"007OW_01.csv.12","007OW","007OW_01"
"009SS_01.csv.1",0,0,42708,"s",42708,"009SS_01.csv.1","009SS","009SS_01"
"009SS_01.csv.2",1,42709,78675,"m",35966,"009SS_01.csv.2","009SS","009SS_01"
"009SS_01.csv.3",2,78676,316078,"s",237402,"009SS_01.csv.3","009SS","009SS_01"
"009SS_01.csv.4",3,316079,376694,"m",60615,"009SS_01.csv.4","009SS","009SS_01"
"009SS_01.csv.5",4,376695,410048,"s",33353,"009SS_01.csv.5","009SS","009SS_01"
"009SS_01.csv.6",5,410049,414977,"m",4928,"009SS_01.csv.6","009SS","009SS_01"
"009SS_01.csv.7",6,414978,437932,"s",22954,"009SS_01.csv.7","009SS","009SS_01"
"009SS_01.csv.8",7,437933,454582,"m",16649,"009SS_01.csv.8","009SS","009SS_01"
"009SS_01.csv.9",8,454583,468504,"s",13921,"009SS_01.csv.9","009SS","009SS_01"
"009SS_01.csv.10",9,468505,472823,"m",4318,"009SS_01.csv.10","009SS","009SS_01"
"009SS_01.csv.11",10,472824,487489,"s",14665,"009SS_01.csv.11","009SS","009SS_01"
"009SS_01.csv.12",11,487490,488606,"m",1116,"009SS_01.csv.12","009SS","009SS_01"
"009SS_01.csv.13",12,488607,520633,"s",32026,"009SS_01.csv.13","009SS","009SS_01"
"009SS_01.csv.14",13,520634,593801,"m",73167,"009SS_01.csv.14","009SS","009SS_01"
"009SS_01.csv.15",14,593802,623016,"s",29214,"009SS_01.csv.15","009SS","009SS_01"
"009SS_01.csv.16",15,623017,753673,"m",130656,"009SS_01.csv.16","009SS","009SS_01"
"009SS_01.csv.17",16,753674,906238,"s",152564,"009SS_01.csv.17","009SS","009SS_01"
"009SS_02.csv.1",0,0,10914,"m",10914,"009SS_02.csv.1","009SS","009SS_02"
"009SS_02.csv.2",1,10915,147243,"s",136328,"009SS_02.csv.2","009SS","009SS_02"
"009SS_02.csv.3",2,147244,152719,"_",5475,"009SS_02.csv.3","009SS","009SS_02"
"009SS_03.csv.1",0,0,227170,"s",227170,"009SS_03.csv.1","009SS","009SS_03"
"009SS_03.csv.2",1,227171,278315,"_",51144,"009SS_03.csv.2","009SS","009SS_03"
"009SS_03.csv.3",2,278316,338125,"s",59809,"009SS_03.csv.3","009SS","009SS_03"
"009SS_03.csv.4",3,338126,351022,"_",12896,"009SS_03.csv.4","009SS","009SS_03"
"009SS_03.csv.5",4,351023,420171,"s",69148,"009SS_03.csv.5","009SS","009SS_03"
"009SS_03.csv.6",5,420172,454526,"_",34354,"009SS_03.csv.6","009SS","009SS_03"
"009SS_03.csv.7",6,454527,624643,"s",170116,"009SS_03.csv.7","009SS","009SS_03"
"009SS_03.csv.8",7,624644,668244,"m",43600,"009SS_03.csv.8","009SS","009SS_03"
"009SS_03.csv.9",8,668245,679421,"s",11176,"009SS_03.csv.9","009SS","009SS_03"
"009SS_03.csv.10",9,679422,721565,"m",42143,"009SS_03.csv.10","009SS","009SS_03"
"009SS_03.csv.11",10,721566,864167,"s",142601,"009SS_03.csv.11","009SS","009SS_03"
"009SS_03.csv.12",11,864168,871058,"m",6890,"009SS_03.csv.12","009SS","009SS_03"
"009SS_03.csv.13",12,871059,879719,"s",8660,"009SS_03.csv.13","009SS","009SS_03"
"009SS_03.csv.14",13,879720,907139,"m",27419,"009SS_03.csv.14","009SS","009SS_03"
"009SS_03.csv.15",14,907140,936358,"_",29218,"009SS_03.csv.15","009SS","009SS_03"
"009SS_03.csv.16",15,936359,1098097,"s",161738,"009SS_03.csv.16","009SS","009SS_03"
"009SS_04.csv.1",0,0,73474,"s",73474,"009SS_04.csv.1","009SS","009SS_04"
"009SS_04.csv.2",1,73475,140878,"m",67403,"009SS_04.csv.2","009SS","009SS_04"
"009SS_04.csv.3",2,140879,171033,"s",30154,"009SS_04.csv.3","009SS","009SS_04"
"009SS_04.csv.4",3,171034,260980,"m",89946,"009SS_04.csv.4","009SS","009SS_04"
"009SS_04.csv.5",4,260981,278011,"s",17030,"009SS_04.csv.5","009SS","009SS_04"
"009SS_04.csv.6",5,278012,282208,"m",4196,"009SS_04.csv.6","009SS","009SS_04"
"009SS_04.csv.7",6,282209,310806,"s",28597,"009SS_04.csv.7","009SS","009SS_04"
"009SS_04.csv.8",7,310807,325779,"m",14972,"009SS_04.csv.8","009SS","009SS_04"
"009SS_04.csv.9",8,325780,382291,"s",56511,"009SS_04.csv.9","009SS","009SS_04"
"009SS_04.csv.10",9,382292,407853,"m",25561,"009SS_04.csv.10","009SS","009SS_04"
"009SS_04.csv.11",10,407854,414781,"s",6927,"009SS_04.csv.11","009SS","009SS_04"
"009SS_04.csv.12",11,414782,427706,"m",12924,"009SS_04.csv.12","009SS","009SS_04"
"009SS_04.csv.13",12,427707,450798,"s",23091,"009SS_04.csv.13","009SS","009SS_04"
"009SS_04.csv.14",13,450799,520886,"m",70087,"009SS_04.csv.14","009SS","009SS_04"
"009SS_04.csv.15",14,520887,540616,"s",19729,"009SS_04.csv.15","009SS","009SS_04"
"009SS_04.csv.16",15,540617,559545,"m",18928,"009SS_04.csv.16","009SS","009SS_04"
"009SS_04.csv.17",16,559546,574975,"s",15429,"009SS_04.csv.17","009SS","009SS_04"
"009SS_04.csv.18",17,574976,615287,"m",40311,"009SS_04.csv.18","009SS","009SS_04"
"009SS_04.csv.19",18,615288,1112611,"s",497323,"009SS_04.csv.19","009SS","009SS_04"
"009SS_05.csv.1",0,0,20185,"s",20185,"009SS_05.csv.1","009SS","009SS_05"
"009SS_05.csv.2",1,20186,87187,"m",67001,"009SS_05.csv.2","009SS","009SS_05"
"009SS_05.csv.3",2,87188,104323,"s",17135,"009SS_05.csv.3","009SS","009SS_05"
"009SS_05.csv.4",3,104324,107821,"m",3497,"009SS_05.csv.4","009SS","009SS_05"
"009SS_05.csv.5",4,107822,259663,"s",151841,"009SS_05.csv.5","009SS","009SS_05"
"009SS_05.csv.6",5,259664,267171,"m",7507,"009SS_05.csv.6","009SS","009SS_05"
"009SS_05.csv.7",6,267172,286562,"s",19390,"009SS_05.csv.7","009SS","009SS_05"
"009SS_05.csv.8",7,286563,288279,"m",1716,"009SS_05.csv.8","009SS","009SS_05"
"009SS_05.csv.9",8,288280,312922,"s",24642,"009SS_05.csv.9","009SS","009SS_05"
"009SS_05.csv.10",9,312923,319950,"m",7027,"009SS_05.csv.10","009SS","009SS_05"
"009SS_05.csv.11",10,319951,360001,"s",40050,"009SS_05.csv.11","009SS","009SS_05"
"009SS_05.csv.12",11,360002,370312,"m",10310,"009SS_05.csv.12","009SS","009SS_05"
"009SS_05.csv.13",12,370313,397199,"s",26886,"009SS_05.csv.13","009SS","009SS_05"
"009SS_05.csv.14",13,397200,459972,"m",62772,"009SS_05.csv.14","009SS","009SS_05"
"009SS_05.csv.15",14,459973,481008,"s",21035,"009SS_05.csv.15","009SS","009SS_05"
"009SS_05.csv.16",15,481009,539423,"m",58414,"009SS_05.csv.16","009SS","009SS_05"
"009SS_05.csv.17",16,539424,565625,"s",26201,"009SS_05.csv.17","009SS","009SS_05"
"009SS_05.csv.18",17,565626,574093,"m",8467,"009SS_05.csv.18","009SS","009SS_05"
"009SS_05.csv.19",18,574094,575676,"s",1582,"009SS_05.csv.19","009SS","009SS_05"
"009SS_05.csv.20",19,575677,586737,"m",11060,"009SS_05.csv.20","009SS","009SS_05"
"009SS_05.csv.21",20,586738,622938,"s",36200,"009SS_05.csv.21","009SS","009SS_05"
"009SS_05.csv.22",21,622939,680541,"m",57602,"009SS_05.csv.22","009SS","009SS_05"
"009SS_05.csv.23",22,680542,689494,"s",8952,"009SS_05.csv.23","009SS","009SS_05"
"009SS_05.csv.24",23,689495,716728,"m",27233,"009SS_05.csv.24","009SS","009SS_05"
"009SS_05.csv.25",24,716729,809432,"s",92703,"009SS_05.csv.25","009SS","009SS_05"
"009SS_05.csv.26",25,809433,828489,"m",19056,"009SS_05.csv.26","009SS","009SS_05"
"009SS_05.csv.27",26,828490,832196,"s",3706,"009SS_05.csv.27","009SS","009SS_05"
"009SS_05.csv.28",27,832197,882163,"m",49966,"009SS_05.csv.28","009SS","009SS_05"
"009SS_05.csv.29",28,882164,920760,"s",38596,"009SS_05.csv.29","009SS","009SS_05"
"009SS_05.csv.30",29,920761,923173,"m",2412,"009SS_05.csv.30","009SS","009SS_05"
"009SS_05.csv.31",30,923174,940010,"s",16836,"009SS_05.csv.31","009SS","009SS_05"
"009SS_05.csv.32",31,940011,968260,"m",28249,"009SS_05.csv.32","009SS","009SS_05"
"009SS_05.csv.33",32,968261,976289,"s",8028,"009SS_05.csv.33","009SS","009SS_05"
"009SS_05.csv.34",33,976290,981965,"m",5675,"009SS_05.csv.34","009SS","009SS_05"
"009SS_05.csv.35",34,981966,984666,"s",2700,"009SS_05.csv.35","009SS","009SS_05"
"009SS_05.csv.36",35,984667,1030911,"m",46244,"009SS_05.csv.36","009SS","009SS_05"
"009SS_05.csv.37",36,1030912,1037666,"s",6754,"009SS_05.csv.37","009SS","009SS_05"
"009SS_05.csv.38",37,1037667,1119390,"m",81723,"009SS_05.csv.38","009SS","009SS_05"
"009SS_05.csv.39",38,1119391,1160307,"s",40916,"009SS_05.csv.39","009SS","009SS_05"
"009SS_05.csv.40",39,1160308,1178253,"m",17945,"009SS_05.csv.40","009SS","009SS_05"
"009SS_05.csv.41",40,1178254,1189063,"s",10809,"009SS_05.csv.41","009SS","009SS_05"
"009SS_05.csv.42",41,1189064,1190973,"m",1909,"009SS_05.csv.42","009SS","009SS_05"
"009SS_05.csv.43",42,1190974,1265196,"s",74222,"009SS_05.csv.43","009SS","009SS_05"
"009SS_05.csv.44",43,1265197,1280781,"m",15584,"009SS_05.csv.44","009SS","009SS_05"
"009SS_05.csv.45",44,1280782,1303908,"s",23126,"009SS_05.csv.45","009SS","009SS_05"
"009SS_05.csv.46",45,1303909,1309963,"m",6054,"009SS_05.csv.46","009SS","009SS_05"
"009SS_05.csv.47",46,1309964,1362704,"s",52740,"009SS_05.csv.47","009SS","009SS_05"
"009SS_05.csv.48",47,1362705,1381214,"m",18509,"009SS_05.csv.48","009SS","009SS_05"
"009SS_05.csv.49",48,1381215,1383855,"s",2640,"009SS_05.csv.49","009SS","009SS_05"
"009SS_05.csv.50",49,1383856,1395632,"m",11776,"009SS_05.csv.50","009SS","009SS_05"
"009SS_06.csv",0,0,1220,"_",1220,"009SS_06.csv","009SS","009SS_06"
"009SS_07.csv.1",0,0,30804,"s",30804,"009SS_07.csv.1","009SS","009SS_07"
"009SS_07.csv.2",1,30805,34898,"m",4093,"009SS_07.csv.2","009SS","009SS_07"
"009SS_07.csv.3",2,34899,46413,"s",11514,"009SS_07.csv.3","009SS","009SS_07"
"009SS_07.csv.4",3,46414,52168,"m",5754,"009SS_07.csv.4","009SS","009SS_07"
"009SS_07.csv.5",4,52169,310513,"s",258344,"009SS_07.csv.5","009SS","009SS_07"
"009SS_07.csv.6",5,310514,346029,"m",35515,"009SS_07.csv.6","009SS","009SS_07"
"009SS_07.csv.7",6,346030,361540,"s",15510,"009SS_07.csv.7","009SS","009SS_07"
"009SS_07.csv.8",7,361541,380564,"m",19023,"009SS_07.csv.8","009SS","009SS_07"
"009SS_07.csv.9",8,380565,476388,"s",95823,"009SS_07.csv.9","009SS","009SS_07"
"009SS_07.csv.10",9,476389,496851,"m",20462,"009SS_07.csv.10","009SS","009SS_07"
"009SS_07.csv.11",10,496852,582674,"s",85822,"009SS_07.csv.11","009SS","009SS_07"
"009SS_07.csv.12",11,582675,599047,"m",16372,"009SS_07.csv.12","009SS","009SS_07"
"009SS_07.csv.13",12,599048,732622,"s",133574,"009SS_07.csv.13","009SS","009SS_07"
"009SS_07.csv.14",13,732623,744083,"m",11460,"009SS_07.csv.14","009SS","009SS_07"
"009SS_07.csv.15",14,744084,747824,"s",3740,"009SS_07.csv.15","009SS","009SS_07"
"009SS_07.csv.16",15,747825,765213,"m",17388,"009SS_07.csv.16","009SS","009SS_07"
"009SS_07.csv.17",16,765214,804670,"s",39456,"009SS_07.csv.17","009SS","009SS_07"
"009SS_07.csv.18",17,804671,986173,"m",181502,"009SS_07.csv.18","009SS","009SS_07"
"009SS_07.csv.19",18,986174,1005983,"s",19809,"009SS_07.csv.19","009SS","009SS_07"
"009SS_07.csv.20",19,1005984,1084577,"m",78593,"009SS_07.csv.20","009SS","009SS_07"
"009SS_07.csv.21",20,1084578,1090253,"s",5675,"009SS_07.csv.21","009SS","009SS_07"
"009SS_07.csv.22",21,1090254,1092623,"_",2369,"009SS_07.csv.22","009SS","009SS_07"
"009SS_07.csv.23",22,1092624,1106936,"m",14312,"009SS_07.csv.23","009SS","009SS_07"
"009SS_07.csv.24",23,1106937,1172822,"s",65885,"009SS_07.csv.24","009SS","009SS_07"
"009SS_07.csv.25",24,1172823,1177590,"m",4767,"009SS_07.csv.25","009SS","009SS_07"
"009SS_07.csv.26",25,1177591,1192022,"s",14431,"009SS_07.csv.26","009SS","009SS_07"
"009SS_07.csv.27",26,1192023,1422730,"m",230707,"009SS_07.csv.27","009SS","009SS_07"
"009SS_07.csv.28",27,1422731,1494633,"s",71902,"009SS_07.csv.28","009SS","009SS_07"
"009SS_07.csv.29",28,1494634,1604640,"m",110006,"009SS_07.csv.29","009SS","009SS_07"
"009SS_07.csv.30",29,1604641,1625759,"s",21118,"009SS_07.csv.30","009SS","009SS_07"
"009SS_07.csv.31",30,1625760,1658827,"m",33067,"009SS_07.csv.31","009SS","009SS_07"
"009SS_07.csv.32",31,1658828,1670637,"s",11809,"009SS_07.csv.32","009SS","009SS_07"
"009SS_07.csv.33",32,1670638,1673922,"m",3284,"009SS_07.csv.33","009SS","009SS_07"
"009SS_07.csv.34",33,1673923,1685982,"s",12059,"009SS_07.csv.34","009SS","009SS_07"
"009SS_07.csv.35",34,1685983,1691290,"m",5307,"009SS_07.csv.35","009SS","009SS_07"
"009SS_07.csv.36",35,1691291,1696398,"s",5107,"009SS_07.csv.36","009SS","009SS_07"
"009SS_07.csv.37",36,1696399,2106097,"m",409698,"009SS_07.csv.37","009SS","009SS_07"
"009SS_07.csv.38",37,2106098,2124281,"s",18183,"009SS_07.csv.38","009SS","009SS_07"
"009SS_07.csv.39",38,2124282,2135097,"m",10815,"009SS_07.csv.39","009SS","009SS_07"
"009SS_07.csv.40",39,2135098,2149229,"s",14131,"009SS_07.csv.40","009SS","009SS_07"
"009SS_07.csv.41",40,2149230,2173471,"m",24241,"009SS_07.csv.41","009SS","009SS_07"
"009SS_08.csv.1",0,0,4738,"_",4738,"009SS_08.csv.1","009SS","009SS_08"
"009SS_08.csv.2",1,4739,23726,"s",18987,"009SS_08.csv.2","009SS","009SS_08"
"009SS_08.csv.3",2,23727,91046,"m",67319,"009SS_08.csv.3","009SS","009SS_08"
"009SS_08.csv.4",3,91047,216503,"s",125456,"009SS_08.csv.4","009SS","009SS_08"
"009SS_08.csv.5",4,216504,322462,"m",105958,"009SS_08.csv.5","009SS","009SS_08"
"009SS_08.csv.6",5,322463,537316,"s",214853,"009SS_08.csv.6","009SS","009SS_08"
"009SS_08.csv.7",6,537317,921289,"m",383972,"009SS_08.csv.7","009SS","009SS_08"
"009SS_08.csv.8",7,921290,947760,"s",26470,"009SS_08.csv.8","009SS","009SS_08"
"009SS_08.csv.9",8,947761,1153220,"m",205459,"009SS_08.csv.9","009SS","009SS_08"
"009SS_08.csv.10",9,1153221,1213314,"s",60093,"009SS_08.csv.10","009SS","009SS_08"
"009SS_08.csv.11",10,1213315,1276616,"m",63301,"009SS_08.csv.11","009SS","009SS_08"
"009SS_08.csv.12",11,1276617,1294842,"s",18225,"009SS_08.csv.12","009SS","009SS_08"
"009SS_08.csv.13",12,1294843,1316132,"m",21289,"009SS_08.csv.13","009SS","009SS_08"
"009SS_08.csv.14",13,1316133,1346891,"s",30758,"009SS_08.csv.14","009SS","009SS_08"
"009SS_08.csv.15",14,1346892,1355041,"m",8149,"009SS_08.csv.15","009SS","009SS_08"
"009SS_08.csv.16",15,1355042,1360646,"s",5604,"009SS_08.csv.16","009SS","009SS_08"
"009SS_08.csv.17",16,1360647,1372009,"m",11362,"009SS_08.csv.17","009SS","009SS_08"
"009SS_08.csv.18",17,1372010,1380039,"s",8029,"009SS_08.csv.18","009SS","009SS_08"
"009SS_08.csv.19",18,1380040,1394486,"m",14446,"009SS_08.csv.19","009SS","009SS_08"
"009SS_08.csv.20",19,1394487,1423139,"s",28652,"009SS_08.csv.20","009SS","009SS_08"
"009SS_08.csv.21",20,1423140,1475040,"m",51900,"009SS_08.csv.21","009SS","009SS_08"
"009SS_08.csv.22",21,1475041,1615069,"s",140028,"009SS_08.csv.22","009SS","009SS_08"
"009SS_08.csv.23",22,1615070,1626056,"m",10986,"009SS_08.csv.23","009SS","009SS_08"
"009SS_08.csv.24",23,1626057,2004619,"s",378562,"009SS_08.csv.24","009SS","009SS_08"
"009SS_08.csv.25",24,2004620,2036999,"m",32379,"009SS_08.csv.25","009SS","009SS_08"
"009SS_08.csv.26",25,2037000,2043171,"s",6171,"009SS_08.csv.26","009SS","009SS_08"
"009SS_08.csv.27",26,2043172,2045932,"m",2760,"009SS_08.csv.27","009SS","009SS_08"
"009SS_08.csv.28",27,2045933,2064142,"s",18209,"009SS_08.csv.28","009SS","009SS_08"
"009SS_08.csv.29",28,2064143,2074047,"m",9904,"009SS_08.csv.29","009SS","009SS_08"
"009SS_08.csv.30",29,2074048,2100594,"s",26546,"009SS_08.csv.30","009SS","009SS_08"
"009SS_08.csv.31",30,2100595,2116002,"m",15407,"009SS_08.csv.31","009SS","009SS_08"
"009SS_08.csv.32",31,2116003,2118125,"s",2122,"009SS_08.csv.32","009SS","009SS_08"
"009SS_08.csv.33",32,2118126,2129393,"m",11267,"009SS_08.csv.33","009SS","009SS_08"
"009SS_08.csv.34",33,2129394,2135894,"s",6500,"009SS_08.csv.34","009SS","009SS_08"
"009SS_08.csv.35",34,2135895,2176184,"m",40289,"009SS_08.csv.35","009SS","009SS_08"
"009SS_08.csv.36",35,2176185,2180144,"s",3959,"009SS_08.csv.36","009SS","009SS_08"
"009SS_09.csv.1",0,0,14447,"_",14447,"009SS_09.csv.1","009SS","009SS_09"
"009SS_09.csv.2",1,14448,303670,"s",289222,"009SS_09.csv.2","009SS","009SS_09"
"009SS_10.csv.1",0,0,14147,"_",14147,"009SS_10.csv.1","009SS","009SS_10"
"009SS_10.csv.2",1,14148,334133,"s",319985,"009SS_10.csv.2","009SS","009SS_10"
"009SS_11.csv",0,0,5405,"_",5405,"009SS_11.csv","009SS","009SS_11"
"009SS_12.csv",0,0,6639,"_",6639,"009SS_12.csv","009SS","009SS_12"
"009SS_13.csv",0,0,11845,"_",11845,"009SS_13.csv","009SS","009SS_13"
"009SS_14.csv.1",0,0,24624,"_",24624,"009SS_14.csv.1","009SS","009SS_14"
"009SS_14.csv.2",1,24625,1004902,"s",980277,"009SS_14.csv.2","009SS","009SS_14"
"009SS_14.csv.3",2,1004903,1018341,"m",13438,"009SS_14.csv.3","009SS","009SS_14"
"009SS_14.csv.4",3,1018342,2932676,"s",1914334,"009SS_14.csv.4","009SS","009SS_14"
"009SS_14.csv.5",4,2932677,2942068,"m",9391,"009SS_14.csv.5","009SS","009SS_14"
"009SS_14.csv.6",5,2942069,3891354,"s",949285,"009SS_14.csv.6","009SS","009SS_14"
"011EA_01.csv.1",0,0,62516,"_",62516,"011EA_01.csv.1","011EA","011EA_01"
"011EA_01.csv.2",1,62517,179917,"s",117400,"011EA_01.csv.2","011EA","011EA_01"
"011EA_01.csv.3",2,179918,187298,"_",7380,"011EA_01.csv.3","011EA","011EA_01"
"011EA_01.csv.4",3,187299,816415,"s",629116,"011EA_01.csv.4","011EA","011EA_01"
"011EA_02.csv.1",0,0,36600,"s",36600,"011EA_02.csv.1","011EA","011EA_02"
"011EA_02.csv.2",1,36601,108072,"m",71471,"011EA_02.csv.2","011EA","011EA_02"
"011EA_02.csv.3",2,108073,123034,"s",14961,"011EA_02.csv.3","011EA","011EA_02"
"011EA_02.csv.4",3,123035,161739,"m",38704,"011EA_02.csv.4","011EA","011EA_02"
"011EA_02.csv.5",4,161740,242242,"s",80502,"011EA_02.csv.5","011EA","011EA_02"
"011EA_03.csv.1",0,0,24363,"_",24363,"011EA_03.csv.1","011EA","011EA_03"
